Company Name,Ticker Symbol
NAGARJUNA AGRI TECH LTD.,NAGTECH
NATURA HUE CHEM LTD.,NATHUEC
Indus Finance Ltd,INDUSFINL
LAHOTI OVERSEAS LTD.-$,LAHOTIOV
TRINITY LEAGUE INDIA LTD.,TRINITYLEA
ASIAN STAR CO.LTD.-$,ASTAR
Oriental Rail Infrastructure Ltd,ORIRAIL
JOINDRE CAPITAL SERVICES LTD.,JOINDRE
BHARAT AGRI FERT & REALTY LTD.,BHARATAGRI
UNITECH INTERNATIONAL LTD.,UNITINT
SACHETA METALS LTD.,SACHEMT
ANJANI FINANCE LTD.,ANJANIFIN
PIONEER DISTILLERIES LTD.,PIONDIST
GUJARAT METALLIC COAL & COKE LTD.-$,GMETCOAL
SVA INDIA LTD.,SVAINDIA
RAHUL MERCHANDISING LTD.,RAHME
REXNORD ELECTRONICS & CONTROLS LTD.,REXNORD
INTEGRATED TECHNOLOGIES LTD.,INTECH
KHANDWALA SECURITIES LTD.,KHANDSE
SAWACA BUSINESS MACHINES LTD.,SAWABUSI
CCL INTERNATIONAL LTD.,CCLINTER
GALLOPS ENTERPRISE LTD.,GALLOPENT
Croissance Ltd,CROISSANCE
GALAXY AGRICO EXPORTS LTD.,GALAGEX
GOPAL IRON & STEELS CO.(GUJARAT) LTD.,GOPAIST
Twinstar Industries Limited,TWINSTAR
HINDUSTAN APPLIANCES LTD.,HINDAPL
AGARWAL INDUSTRIAL CORPORATION LTD.,AGARIND
DHAMPURE SPECIALITY SUGARS LTD.,DHAMPURE
SHANTANU SHEOREY AQUAKULT LTD.,SHAQUAK
GOLDEN CARPETS LTD.,GOLCA
INNOCORP LTD.,INNOCORP
SARTHAK INDUSTRIES LTD.,SARTHAKIND
SAI CAPITAL LTD.,SAICAPI
Servoteach Industries Ltd,SERVOTEACH
CHADHA PAPERS LTD.,CHADPAP
VERTEX SECURITIES LTD.,VERTEX
RIBA TEXTILES LTD.,RIBATEX
SHREE METALLOYS LTD.,SHREMETAL
IITL PROJECTS LIMITED,IITLPROJ
HARI GOVIND INTERNATIONAL LTD.,HARIGOV
TRIDENT TOOLS LTD.,TRIDETOOL
CHARTERED LOGISTICS LTD.,CHLOGIST
AMBIKA COTTON MILLS LTD.,AMBIKCO
HIND ALUMINIUM INDUSTRIES LTD.-$,HINDALUMI
Senthil Infotek Ltd,SENINFO
SPECTRUM FOODS LTD.,SPECFOOD
DECCAN POLYPACKS LTD.,DECPO
AMRAWORLD AGRICO LTD.,AMRAAGRI
AUTO PINS (INDIA) LTD.,AUTOPINS
ODYSSEY CORPORATION LTD.,ODYCORP
INDUCTO STEEL LTD.,INDCTST
SAM INDUSTRIES LTD.,SAMINDUS
SHREEVATSAA FINANCE & LEASING LTD.,SHVFL
POOJA ENTERTAINMENT AND FILMS LTD.,POOJAENT
GRAVITY (INDIA) LTD.-$,GRAVITY
WELLESLEY CORPORATION LTD.,WELLESLEY
LCC INFOTECH LTD.,LCCINFOTEC
FILATEX FASHIONS LTD.,FILATFASH
R.B.GUPTA FINANCIALS LTD.,RBGUPTA
Sindhu Trade Links Limited,SINDHUTRAD
JAIN STUDIOS LTD.,JAINSTUDIO
UNISTAR MULTIMEDIA LTD.,UNISTRMU
ZENOTECH LABORATORIES LTD.,ZENOTECH
HINDUSTAN BIO SCIENCES LTD.,HINDBIO
FRONTLINE CORPORATION LTD.,FRONTCORP
Swelect Energy Systems Limited-$,SWELECTES
WALLFORT FINANCIAL SERVICES LTD.,WALLFORT
KDDL LTD.-$,KDDL
ADINATH EXIM RESOURCES LTD.,ADIEXRE
ABHINAV CAPITAL SERVICES LTD.,ABHICAP
KILPEST INDIA LTD.,KILPEST
SUPERB PAPERS LTD.,SUPRBPA
Monind Ltd,MONIND
SHRI KALYAN HOLDINGS LTD.,SHKALYN
VANDANA KNITWEAR LTD.,VANDANA
Sagar Productions Limited,SAGARPROD
INDO-CITY INFOTECH LTD.-$,INDOCITY
SBEC SUGAR LTD.,SBECSUG
MEGA FIN (INDIA) LTD.,MEGFI
BRIJLAXMI LEASING & FINANCE LTD.,BRIJLEAS
BSEL INFRASTRUCTURE REALTY LTD.,BSELINFRA
RELIABLE VENTURES INDIA LTD.,RELIABVEN
BANK OF BARODA,BANKBARODA
SMC CREDITS LTD.,SMCREDT
Mohite Industries Ltd,MOHITE
ANDHRA CEMENTS LTD.,ANDHRACEMT
SKM EGG PRODUCTS EXPORT (INDIA) LTD.,SKMEGGPROD
Welspun Corp Limited,WELCORP
H.S.INDIA LTD.,HOTLSILV
BANK OF INDIA,BANKINDIA
INDRAPRASTHA MEDICAL CORP.LTD.,INDRAMEDCO
Johnson Pharmacare Ltd,JOHNPHARMA
GAIL (INDIA) LTD.,GAIL
Vaibhav Global Ltd,VAIBHAVGBL
Trescon Ltd,TRESCON
Gujarat State Financial Corporation,GUJSTATFIN
JK PAPER LTD.,JKPAPER
SAREGAMA INDIA LTD.,SAREGAMA
MINOLTA FINANCE LTD.,MINOLTAF
OMKAR PHARMACHEM LTD.,OMKARPH
Adroit Infotech Ltd,ADROITINFO
CYBERTECH SYSTEMS AND SOFTWARE LTD.,CYBERTECH
ICICI BANK LTD.,ICICIBANK
Cyient Limited,CYIENT
ENGINEERS INDIA LTD.,ENGINERSIN
Dhanlaxmi Bank Limited,DHANBANK
GUJARAT MINERAL DEVELOPMENT CORPORATION LTD.,GMDCLTD
GAYATRI SUGARS LTD.,GAYATRI
INDUSIND BANK LTD.,INDUSINDBK
INDIA TOURISM DEVELOPMENT CORPORATION LTD.,ITDC
JAMMU & KASHMIR BANK LTD.,J&KBANK
CITY UNION BANK LTD.,CUB
ARCHIES LTD.,ARCHIES
AXIS BANK LTD.,AXISBANK
HB STOCKHOLDINGS LTD.,HBSTOCK
SIEL FINANCIAL SERVICES LTD.,SIELFNS
SOUTH INDIAN BANK LTD.,SOUTHBANK
ENERGY DEVELOPMENT COMPANY LTD.,ENERGYDEV
SONATA SOFTWARE LTD.,SONATSOFTW
BENGAL TEA & FABRICS LTD.,BENGALT
NATIONAL ALUMINIUM CO.LTD.,NATIONALUM
INDIA NIPPON ELECTRICALS LTD.,INDNIPPON
NALWA SONS INVESTMENTS LTD.,NSIL
APAR INDUSTRIES LTD.,APARINDS
TCI INDUSTRIES LTD.,TCIIND
Accelya Solutions India Ltd,ACCELYA
Orchasp Ltd,ORCHASP
HCL TECHNOLOGIES LTD.,HCLTECH
TCFC FINANCE LTD.,TCFCFINQ
Geojit Financial Services Ltd,GEOJITFSL
JINDAL STEEL & POWER LTD.,JINDALSTEL
BLB LTD.,BLBLIMITED
GLENMARK PHARMACEUTICALS LTD.,GLENMARK
WOCKHARDT LTD.,WOCKPHARMA
TATA COFFEE LTD.,TATACOFFEE
KJMC Corporate Advisors (India) Ltd.,KJMCCORP
IND-SWIFT LABORATORIES LTD.,INDSWFTLAB
MELSTAR INFORMATION TECHNOLOGIES LTD.,MELSTAR
GE Power India Ltd,GEPIL
SHREE RAMA MULTI-TECH LTD.,SHREERAMA
MAHINDRA LIFESPACE DEVELOPERS LTD.,MAHLIFE
Vaarad Ventures Ltd,VAARAD
CADILA HEALTHCARE LTD.,CADILAHC
SHIVA CEMENT LTD.,SHIVACEM
CINEVISTA LTD.,CINEVISTA
INTENSE TECHNOLOGIES LTD.-$,INTENTECH
DANLAW TECHNOLOGIES INDIA LTD.-$,DANLAW
AJANTA PHARMA LTD.,AJANTPHARM
HB PORTFOLIO LTD.,HBPOR
HB ESTATE DEVELOPERS LTD.,HBESD
AMBICA AGARBATHIES & AROMA INDUSTRIES LTD.,AMBICAAGAR
COMPUCOM SOFTWARE LTD.-$,COMPUSOFT
OMNI AXS SOFTWARE LTD.,OMNIAX
IZMO Limited-$,IZMO
TVS MOTOR COMPANY LTD.,TVSMOTOR
SOFTSOL INDIA LTD.,SOFTSOL
GATI LTD.,GATI
SUBEX LTD.,SUBEX
TRANSPORT CORPORATION OF INDIA LTD.,TCI
PADMALAYA TELEFILMS LTD.,PADMALAYAT
AKSH OPTIFIBRE LTD.,AKSHOPTFBR
PICTUREHOUSE MEDIA LTD.,PICTUREHS
TRIVENI ENGINEERING & INDUSTRIES LTD.,TRIVENI
MUKTA ARTS LTD.,MUKTAARTS
HIT KIT GLOBAL SOLUTIONS LTD.,HITKITGLO
NAGPUR POWER & INDUSTRIES LTD.,NAGPI
DYNACONS SYSTEMS & SOLUTIONS LTD.,DSSL
PNB GILTS LTD.,PNBGILTS
Brightcom Group Ltd,BCG
RAMCO INDUSTRIES LTD.,RAMCOIND
RAMCO SYSTEMS LTD.,RAMCOSYS
TATA TELESERVICES (MAHARASHTRA) LTD.,TTML
Virinchi Ltd,VIRINCHI
WEP SOLUTIONS LTD.,WEPSOLN
STERLITE TECHNOLOGIES LTD.,STLTECH
TIPS INDUSTRIES LTD.,TIPSINDLTD
MRO-TEK Realty Ltd,MRO-TEK
UNIVERSAL ARTS LTD.,UNIVARTS
FIRSTOBJECT TECHNOLOGIES LTD.,FIRSTOBJ
BABA ARTS LTD.-$,BABA
BALAJI TELEFILMS LTD.,BALAJITELE
TYCHE INDUSTRIES LTD.,TYCHE
CALIFORNIA SOFTWARE CO.LTD.,CALSOFT
PRITISH NANDY COMMUNICATIONS LTD.,PNC
INDIAN OVERSEAS BANK,IOB
TAJGVK HOTELS & RESORTS LTD.,TAJGVK
OPTO CIRCUITS (INDIA) LTD.,OPTOCIRCUI
CREATIVE EYE LTD.,CREATIVEYE
Axiscades Technologies Ltd,AXISCADES
Konndor Industries Ltd,KONNDOR
Usha Martin Education & Solutions Limited,UMESLTD
Birlasoft Ltd,BSOFT
USG TECH SOLUTIONS LTD.,USGTECH
FOURTH GENERATION INFORMATION SYSTEMS LTD.,4THGEN
SAVEN TECHNOLOGIES LTD.,7TEC
AVANTEL LTD.,AVANTEL
Moschip Technologies Ltd,MOSCHIP
MEGASOFT LTD.,MEGASOFT
TRANSCORP INTERNATIONAL LTD.,TRANSCOR
CEREBRA INTEGRATED TECHNOLOGIES LTD.,CEREBRAINT
NEXT MEDIAWORKS LTD.,NEXTMEDIA
Smartlink Holdings Ltd,SMARTLINK
GODREJ CONSUMER PRODUCTS LTD.,GODREJCP
Genus Prime Infra Ltd,GENUSPRIME
BF UTILITIES LTD.-$,BFUTILITIE
UNITED SPIRITS LTD.,UNITDSPR
Sanmit Infra Limited,SANINFRA
Olectra Greentech Ltd,OLECTRA
MPS LTD.,MPSLTD
RAINBOW DENIM LTD.,RAINBOWDQ
CERA SANITARYWARE LTD.,CERA
T.SPIRITUAL WORLD LTD.,TSPIRITUAL
BHARTI AIRTEL LTD.,BHARTIARTL
SHALIMAR WIRES INDUSTRIES LTD.,SHALIWIR
COMPUAGE INFOCOM LTD.,COMPUAGE
GULSHAN POLYOLS LTD.,GULPOLY
Faze Three Autofab Ltd-$,FAZE3AUTO
PONNI SUGARS (ERODE) LTD.,PONNIERODE
PUNJAB NATIONAL BANK,PNB
ORACLE FINANCIAL SERVICES SOFTWARE LTD.,OFSS
HAZOOR MULTI PROJECTS LTD.-$,HAZOOR
Kama Holdings Limited-$,KAMAHOLD
APTECH LTD.,APTECHT
UNION BANK OF INDIA,UNIONBANK
UNITED BREWERIES LTD.-$,UBL
ISMT LTD.,ISMTLTD
NOIDA TOLL BRIDGE COMPANY LTD.,NOIDATOLL
GRANULES INDIA LTD.-$,GRANULES
CANARA BANK,CANBK
BALMER LAWRIE INVESTMENTS LTD.,BLIL
POKARNA LTD.,POKARNA
DIVI'S LABORATORIES LTD.,DIVISLAB
ASTRA MICROWAVE PRODUCTS LTD.,ASTRAMICRO
RADICO KHAITAN LTD.,RADICO
SHRIRAM CITY UNION FINANCE LTD.,SHRIRAMCIT
MARUTI SUZUKI INDIA LTD.,MARUTI
RAJAPALAYAM MILLS LTD.-$,RAJPALAYAM
Navin Fluorine International Limited-$,NAVINFLUOR
UCO BANK,UCOBANK
B.A.G.FILMS & MEDIA LTD.,BAGFILMS
JINDAL STAINLESS LTD.,JSL
SUPRAJIT ENGINEERING LTD.-$,SUPRAJIT
TVS ELECTRONICS LTD.,TVSELECT
INDRAPRASTHA GAS LTD.,IGL
TV TODAY NETWORK LTD.,TVTODAY
Palred Technologies Limited,PALRED
PETRONET LNG LTD.,PETRONET
BIOCON LTD.,BIOCON
PTC INDIA LTD.,PTC
BANK OF MAHARASHTRA,MAHABANK
RAMKRISHNA FORGINGS LTD.,RKFORGE
DATAMATICS GLOBAL SERVICES LTD.,DATAMATICS
NEW DELHI TELEVISION LTD.,NDTV
Strides Pharma Science Ltd,STAR
JAIPRAKASH ASSOCIATES LTD.,JPASSOCIAT
ULTRATECH CEMENT LTD.,ULTRACEMCO
MINDA INDUSTRIES LTD.-$,MINDAIND
TATA CONSULTANCY SERVICES LTD.,TCS
Coforge Ltd,COFORGE
GP Petroleums Limited,GULFPETRO
CENTURY PLYBOARDS (I) LTD.-$,CENTURYPLY
Welspun Enterprises Ltd,WELENT
NTPC LTD.,NTPC
S.A.L.STEEL LTD.,SALSTEEL
JBM AUTO LTD.,JBMA
DWARIKESH SUGAR INDUSTRIES LTD.,DWARKESH
INDOCO REMEDIES LTD.,INDOCO
VIP Clothing Ltd,VIPCLOTHNG
XCHANGING SOLUTIONS LTD.,XCHANGING
JET AIRWAYS (INDIA) LTD.,JETAIRWAYS
MORARJEE TEXTILES LTD.,MORARJEE
GATEWAY DISTRIPARKS LTD.,GDL
JINDAL PHOTO LTD.,JINDALPHOT
PONDY OXIDES & CHEMICALS LTD.,PONDYOXIDE
Jaiprakash Power Ventures Limited,JPPOWER
MCNALLY BHARAT ENGINEERING COMPANY LTD.,MBECL
GOKALDAS EXPORTS LTD.,GOKEX
ALLSEC TECHNOLOGIES LTD.,ALLSEC
IIFL Finance Ltd,IIFL
MANGALAM DRUGS & ORGANICS LTD.,MANGALAM
SHOPPERS STOP LTD.,SHOPERSTOP
CYBER MEDIA (INDIA) LTD.,CYBERMEDIA
Nandan Denim Limited,NDL
JSW Holdings Limited,JSWHL
J.K.CEMENT LTD.,JKCEMENT
BEEYU OVERSEAS LTD.,BEEYU
YES BANK LTD.,YESBANK
NECTAR LIFESCIENCES LTD.,NECLIFE
MSP STEEL & POWER LTD.,MSPL
SPL INDUSTRIES LTD.,SPLIL
KARNATAKA BANK LTD.,KTKBANK
MCLEOD RUSSEL INDIA LTD.,MCLEODRUSS
FACOR ALLOYS LTD.,FACORALL
IDFC LIMITED,IDFC
VIVIMED LABS LTD.,VIVIMEDLAB
RANE (MADRAS) LTD.,RML
HT MEDIA LTD.,HTMEDIA
Sasken Technologies Ltd,SASKEN
FCS SOFTWARE SOLUTIONS LTD.,FCSSOFT
SUZLON ENERGY LTD.,SUZLON
AURIONPRO SOLUTIONS LTD.,AURIONPRO
SHREE RENUKA SUGARS LTD.,RENUKA
K.M.SUGAR MILLS LTD.,KMSUGAR
BANNARI AMMAN SPINNING MILLS LTD.,BASML
PBA INFRASTRUCTURE LTD.,PBAINFRA
BOMBAY RAYON FASHIONS LTD.,BRFL
SORIL Infra Resources Ltd,SORILINFRA
AIA ENGINEERING LTD.,AIAENG
EVEREST KANTO CYLINDER LTD.,EKC
KERNEX MICROSYSTEMS (INDIA) LTD.,KERNEX
REPRO INDIA LTD.,REPRO
PVR LTD.,PVR
RADHA MADHAV CORPORATION LTD.,RMCL
PUNJ LLOYD LTD.,PUNJLLOYD
BARTRONICS INDIA LTD.,BARTRONICS
CELEBRITY FASHIONS LTD.,CELEBRITY
EDUCOMP SOLUTIONS LTD.,EDUCOMP
NITIN SPINNERS LTD.,NITINSPIN
ROYAL ORCHID HOTELS LTD.,ROHLTD
ENTERTAINMENT NETWORK (INDIA) LTD.,ENIL
Cella Space Ltd,CELLA
GUJARAT STATE PETRONET LTD.,GSPL
JAGRAN PRAKASHAN LTD.,JAGRAN
INOX LEISURE LTD.,INOXLEISUR
DYNEMIC PRODUCTS LTD.,DYNPRO
SADBHAV ENGINEERING LTD.,SADBHAV
RELIANCE COMMUNICATIONS LTD.,RCOM
SAKUMA EXPORTS LTD.,SAKUMA
KEC INTERNATIONAL LTD.,KEC
GILLANDERS ARBUTHNOT & CO.LTD.,GILLANDERS
INDO TECH TRANSFORMERS LTD.,INDOTECH
B.L.KASHYAP AND SONS LTD.,BLKASHYAP
MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.,M&MFIN
VISA STEEL LTD.,VISASTEEL
NITCO LTD.,NITCO
MPDL Ltd,MPDL
SOLAR INDUSTRIES INDIA LTD.,SOLARINDS
GALLANTT METAL LTD.,GALLANTT
MALU PAPER MILLS LTD.,MALUPAPER
UTTAM SUGAR MILLS LTD.,UTTAMSUGAR
STL GLOBAL LTD.,SGL
ROHIT FERRO-TECH LTD.,ROHITFERRO
KEWAL KIRAN CLOTHING LTD.,KKCL
SUN TV NETWORK LTD.,SUNTV
GODAWARI POWER & ISPAT LTD.,GPIL
R Systems International Limited,RSYSTEMINT
EMKAY GLOBAL FINANCIAL SERVICES LTD.,EMKAY
TANTIA CONSTRUCTIONS LTD.,TANTIACONS
LOKESH MACHINES LTD.,LOKESHMACH
Kamdhenu Ltd,KAMDHENU
PAUSHAK LTD.,PAUSHAKLTD
GTN TEXTILES LTD.,GTNTEX
Inditrade Capital Limited,INDICAP
PRIME FOCUS LTD.,PFOCUS
ALLCARGO LOGISTICS LTD.,ALLCARGO
EASUN REYROLLE LTD.,EASUNREYRL
GMR INFRASTRUCTURE LTD.,GMRINFRA
TECH MAHINDRA LTD.,TECHM
Mahindra CIE Automotive Limited,MAHINDCIE
VOLTAMP TRANSFORMERS LTD.,VOLTAMP
ATLANTA LTD.,ATLANTA
Deep Energy Resources Ltd,DEEPENR
HOV SERVICES LTD.,HOVS
ACTION CONSTRUCTION EQUIPMENT LTD.,ACE
GeeCee Ventures Limited,GEECEE
RICHA INDUSTRIES LTD.,RICHAIND
GAYATRI PROJECTS LTD.,GAYAPROJ
FIEM INDUSTRIES LTD.,FIEMIND
JHS SVENDGAARD LABORATORIES LTD.,JHS
DCB Bank Limited,DCBBANK
GLOBAL VECTRA HELICORP LTD.,GLOBALVECT
Inspirisys Solutions Ltd,INSPIRISYS
GTL INFRASTRUCTURE LTD.,GTLINFRA
SHIVAM AUTOTECH LTD.,SHIVAMAUTO
INFO EDGE (INDIA) LTD.,NAUKRI
TORRENT POWER LTD.,TORNTPOWER
PARSVNATH DEVELOPERS LTD.,PARSVNATH
SUTLEJ TEXTILES & INDUSTRIES LTD.,SUTLEJTEX
LT FOODS LTD.,DAAWAT
Sobha Limited,SOBHA
RUCHIRA PAPERS LTD.,RUCHIRA
Tanla Platforms Ltd,TANLA
Zee Media Corporation Limited,ZEEMEDIA
Siti Networks Ltd,SITINET
LUMAX AUTO TECHNOLOGIES LTD.,LUMAXTECH
AUTOLINE INDUSTRIES LTD.,AUTOIND
NETWORK18 MEDIA & INVESTMENTS LTD.,NETWORK18
HUBTOWN LTD.,HUBTOWN
TV18 BROADCAST LTD.,TV18BRDCST
CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,CTE
TECHNOCRAFT INDUSTRIES (INDIA) LTD.,TIIL
REDINGTON (INDIA) LTD.,REDINGTON
AI CHAMPDANY INDUSTRIES LTD.,AICHAMP
Cineline India Limited,CINELINE
Pearl Global Industries Limited,PGIL
FIRSTSOURCE SOLUTIONS LTD.,FSL
POWER FINANCE CORPORATION LTD.,PFC
AHLUWALIA CONTRACTS (INDIA) LTD.,AHLUCONT
TRANSWARRANTY FINANCE LTD.,TFL
C & C CONSTRUCTIONS LTD.,CANDC
INDIAN BANK,INDIANB
SMS PHARMACEUTICALS LTD.,SMSPHARMA
ORIENTAL TRIMEX LTD.,ORIENTALTL
MINDTREE LTD.,MINDTREE
E-Land Apparel Limited,ELAND
Vodafone Idea Ltd,IDEA
RAJ TELEVISION NETWORK LTD.,RAJTV
PAGE INDUSTRIES LTD.,PAGEIND
AMD INDUSTRIES LTD.,AMDIND
Lehar Footwears Ltd,LEHAR
Astral Ltd,ASTRAL
INDIABULLS REAL ESTATE LTD.,IBREALEST
CAMLIN FINE SCIENCES LTD.,CAMLINFINE
ICRA LTD.,ICRA
DISH TV INDIA LTD.,DISHTV
SAHYADRI INDUSTRIES LTD.,SAHYADRI
SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,SRHHYPOLTD
FORTIS HEALTHCARE LTD.,FORTIS
TGB BANQUETS AND HOTELS LTD.,TGBHOTELS
HILTON METAL FORGING LTD.,HILTON
DELTA CORP LTD.,DELTACORP
INSECTICIDES (INDIA) LTD.,INSECTICID
MCDOWELL HOLDINGS LTD.,MCDHOLDING
ASAHI SONGWON COLORS LTD.,ASAHISONG
NITIN FIRE PROTECTION INDUSTRIES LTD.,NITINFIRE
HARYANA CAPFIN LTD.,HARYNACAP
TIME TECHNOPLAST LTD.,TIMETECHNO
HINDUJA GLOBAL SOLUTIONS LTD.,HGS
NELCAST LTD.,NELCAST
V2 RETAIL LTD.,V2RETAIL
DLF LTD.,DLF
TARMAT LTD.,TARMAT
ANKIT METAL & POWER LTD.,ANKITMETAL
SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,SPARC
HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,HDIL
SURYACHAKRA POWER CORPORATION LTD.,SURYACHAKRA
ALLIED DIGITAL SERVICES LTD.,ADSL
ALPA LABORATORIES LTD.,ALPA
SIR SHADI LAL ENTERPRISES LTD.,SSLEL
OMAXE LTD.,OMAXE
Refex Industries Limited,REFEX
CENTRAL BANK OF INDIA,CENTRALBK
Neueon Towers Ltd,NTL
ASIAN GRANITO INDIA LTD.,ASIANTILES
K.P.R. Mill Limited,KPRMILL
TAKE SOLUTIONS LTD.,TAKE
Puravankara Ltd,PURVA
MOTILAL OSWAL FINANCIAL SERVICES LTD.,MOTILALOFS
VTM LTD.,VTMLTD
INDOWIND ENERGY LTD.,INDOWIND
NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,NAGREEKCAP
MAGNUM VENTURES LTD.,MAGNUM
POWER GRID CORPORATION OF INDIA LTD.,POWERGRID
KAVERI SEED COMPANY LTD.,KSCL*
Paisalo Digital Ltd,PAISALO
MAAN ALUMINIUM LTD.,MAANALU
IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,IL&FSENGG
Parle Industries Ltd,PARLEIND
RELIGARE ENTERPRISES LTD.,RELIGARE
BARAK VALLEY CEMENTS LTD.,BVCL
RATHI BARS LTD.,RATHIBAR
ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,ADANIPORTS
Edelweiss Financial Services Ltd.,EDELWEISS
Renaissance Global Ltd,RGL
KOLTE-PATIL DEVELOPERS LTD.,KOLTEPATIL
KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,KAUSHALYA
Jyothy Labs Ltd,JYOTHYLAB
ECLERX SERVICES LTD.,ECLERX
TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,TRIL
BRIGADE ENTERPRISES LTD.,BRIGADE
BGR ENERGY SYSTEMS LTD.,BGRENERGY
BURNPUR CEMENT LTD.,BURNPUR
MANAKSIA LTD.,MANAKSIA
PORWAL AUTO COMPONENTS LTD.,PORWAL
PPAP Automotive Limited,PPAP
ARIES AGRO LTD.,ARIES
KUANTUM PAPERS LTD.,KUANTUM
RELIANCE POWER LTD.,RPOWER
J.KUMAR INFRAPROJECTS LTD.,JKIL
CORDS CABLE INDUSTRIES LTD.,CORDSCABLE
KNR CONSTRUCTIONS LTD.,KNRCON
OnMobile Global Ltd.,ONMOBILE
SHRIRAM EPC LTD.,SHRIRAMEPC
BANG OVERSEAS LTD.,BANG
IRB INFRASTRUCTURE DEVELOPERS LTD.,IRB
GSS INFOTECH LTD.,GSS
NAHAR CAPITAL & FINANCIAL SERVICES LTD.,NAHARCAP
V-GUARD INDUSTRIES LTD.,VGUARD
REC Ltd,RECLTD
GOKAK TEXTILES LTD.,GOKAKTEX
AJR Infra And Tolling Ltd,AJRINFRA
Dhani Services Ltd,DHANI
TITAGARH WAGONS LTD.,TWL
KIRI INDUSTRIES LTD.,KIRIINDUS
SANKHYA INFOTECH LTD.,SANKHYAIN
ADITYA BIRLA MONEY LTD.-$,BIRLAMONEY
Aishwarya Technologies And Telecom Ltd,AISHWARYA
JAI BALAJI INDUSTRIES LTD.,JAIBALAJI
BAJAJ AUTO LTD.,BAJAJ-AUTO
BAJAJ FINSERV LTD.,BAJAJFINSV
GOKUL REFOILS & SOLVENT LTD.,GOKUL
RPG LIFE SCIENCES LTD.,RPGLIFE
KOTAK SENSEX ETF,KTKSENSEX
NIRAJ CEMENT STRUCTURALS LTD.,NIRAJ
RANE BRAKE LINING LTD.,RBL
RANE ENGINE VALVE LTD.,RANEENGINE
BAFNA PHARMACEUTICALS LTD.,BAFNAPHARM
CHL LTD.,CHLLTD
ARCHIDPLY INDUSTRIES LTD.,ARCHIDPLY
Lotus Eye Hospital And Institute Ltd,LEHIL
SOMI CONVEYOR BELTINGS LTD.,SOMICONV
LGB FORGE LTD.,LGBFORGE
LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,LPDC
SICAGEN INDIA LTD.,SICAGEN
SIMPLEX MILLS COMPANY LTD.,SIMPLXMIL
SIMPLEX PAPERS LTD.,SIMPLXPAP
20 MICRONS LTD.,20MICRONS
WABCO INDIA LTD.,WABCOINDIA
ALKALI METALS LTD.,ALKALI
ISGEC Heavy Engineering Ltd,ISGEC
INDIAN METALS & FERRO ALLOYS LTD.,IMFA
GI ENGINEERING SOLUTIONS LTD.,GISOLUTION
VEDAVAAG SYSTEMS LTD.,VEDAVAAG
MANJEERA CONSTRUCTIONS LTD.,MANJEERA
Mold-Tek Packaging Limited,MOLDTKPAC
MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,MHRIL
Excel Realty N Infra Ltd,EXCEL
RAJ OIL MILLS LTD.,RAJOIL
BENGAL & ASSAM COMPANY LTD.,BENGALASM
ADANI POWER LTD.,ADANIPOWER
NHPC LTD.,NHPC
SURYAAMBA SPINNING MILLS LTD.,SURYAAMBA
GLOBUS SPIRITS LTD.,GLOBUSSPR
OIL INDIA LTD.,OIL
Reliance Naval and Engineering Ltd,RNAVAL
BHILWARA TECHNICAL TEXTILES LTD.,BTTL
SHREE PRECOATED STEELS LTD.,SPSL
Expleo Solutions Ltd,EXPLEOSOL
RattanIndia Power Limited,RTNPOWER
Den Networks Ltd,DEN
ASTEC LIFESCIENCES LIMITED,ASTEC
Cox & Kings Limited,COX&KINGS
D-Link (India) Ltd,DLINKINDIA
JSW Energy Ltd,JSWENERGY
Essar Securities Ltd,ESSARSEC
Godrej Properties Ltd,GODREJPROP
D B Corp Ltd,DBCORP
MBL Infrastructures Ltd,MBLINFRA
Jubilant FoodWorks Ltd,JUBLFOOD
Vascon Engineers Ltd,VASCONEQ
Thangamayil Jewellery Ltd,THANGAMAYL
D B Realty Ltd,DBREALTY
Emmbi Industries Ltd,EMMBI
Hathway Cable & Datacom Ltd,HATHWAY
ARSS INFRASTRUCTURE PROJECTS LTD.,ARSSINFRA
TEXMO PIPES & PRODUCTS LTD.,TEXMOPIPES
SUNDARAM MULTI PAP LTD.,SUNDARAM
COROMANDEL ENGINEERING COMPANY LTD.,COROENGG
ROSSELL INDIA LTD.,ROSSELLIND
MAN INFRACONSTRUCTION LTD.,MANINFRA
TAMBOLI CAPITAL LTD.,TAMBOLI
IL&FS Transportation Networks Ltd,IL&FSTRANS
Pradip Overseas Ltd,PRADIP
PERSISTENT SYSTEMS LTD.,PERSISTENT
INTRASOFT TECHNOLOGIES LTD.,ISFT
GOENKA DIAMOND & JEWELS LTD.,GOENKA
KCP SUGAR & INDUSTRIES CORPORATION LTD.,KCPSUGIND
